index,act_actual_x_L,act_actual_y_L,act_actual_z_L,act_actual_x_R,act_actual_y_R,act_actual_z_R,act_actual_i_L,act_actual_j_L,act_actual_k_L,act_actual_i_R,act_actual_j_R,act_actual_k_R,act_d_x,act_d_y,act_d_z,act_d_norm,act_c_x,act_c_y,act_c_z,act_c_norm,act_dot_c_d,act_dot_n,act_angle_n_deg,act_A_L,act_B_L,act_C_L,act_A_R,act_B_R,act_C_R,act_A_c,act_B_c,act_C_c,nom_nominal_x_L,nom_nominal_y_L,nom_nominal_z_L,nom_nominal_x_R,nom_nominal_y_R,nom_nominal_z_R,nom_nominal_i_L,nom_nominal_j_L,nom_nominal_k_L,nom_nominal_i_R,nom_nominal_j_R,nom_nominal_k_R,nom_d_x,nom_d_y,nom_d_z,nom_d_norm,nom_c_x,nom_c_y,nom_c_z,nom_c_norm,nom_dot_c_d,nom_dot_n,nom_angle_n_deg,nom_A_L,nom_B_L,nom_C_L,nom_A_R,nom_B_R,nom_C_R,nom_A_c,nom_B_c,nom_C_c,delta_A_L,delta_B_L,delta_C_L,delta_A_R,delta_B_R,delta_C_R,delta_A_c,delta_B_c,delta_C_c
30,17.0,63.5122,0.04855,27.0,63.5122,0.05978,0.0,-0.00857,0.99996,0.0,-0.00019,1.0,10.0,0.0,0.011229999999999997,10.000006305643012,0.00838003490806524,0.0,0.0,0.00838003490806524,0.08380034908065241,0.9999648868910044,0.48014625222828505,0.4910324502033124,-0.0,0.0,0.010886197976488394,-0.0,0.0,90.0,-0.0,90.0,17.0,63.5122,0.0,27.0,63.5122,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4910324502033124,0.0,0.0,0.010886197976488394,0.0,0.0,,,
31,17.0,61.49593,0.03123,27.0,61.49593,0.05976,0.0,-0.00875,0.99996,0.0,0.00018,1.0,10.0,0.0,0.02853,10.000040697962184,0.008930007996654537,0.0,-0.0,0.008930007996654537,0.08930007996654538,0.9999601266836492,0.5116585697522518,0.501345329551491,-0.0,0.0,-0.010313240200971827,-0.0,-0.0,90.0,-0.0,90.0,17.0,61.49593,0.0,27.0,61.49593,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.501345329551491,0.0,0.0,-0.010313240200971827,0.0,-0.0,,,
32,17.0,59.47967,0.01353,27.0,59.47967,0.0595,0.0,-0.00876,0.99996,0.0,-0.0004,1.0,10.0,0.0,0.04597,10.000105661486783,0.008360028961401133,0.0,0.0,0.008360028961401133,0.08360028961401132,0.9999650543472829,0.47899995576417514,0.5019182663467125,-0.0,0.0,0.022918310582923082,-0.0,0.0,90.0,-0.0,90.0,17.0,59.47967,0.0,27.0,59.47967,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5019182663467125,0.0,0.0,0.022918310582923082,0.0,0.0,,,
33,17.0,57.46341,-0.00416,27.0,57.46341,0.05952,0.0,-0.0088,0.99996,0.0,0.0004,1.0,10.0,0.0,0.06368,10.00020275506452,0.009199995032642542,0.0,-0.0,0.009199995032642542,0.09199995032642543,0.9999576791501724,0.5271283231061668,0.5042100125226645,-0.0,0.0,-0.022918310582923082,-0.0,-0.0,90.0,-0.0,90.0,17.0,57.46341,0.0,27.0,57.46341,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5042100125226645,0.0,0.0,-0.022918310582923082,0.0,-0.0,,,
34,17.0,55.44715,-0.02199,27.0,55.44715,0.05967,0.0,-0.00884,0.99996,0.0,-0.00031,1.0,10.0,0.0,0.08166,10.000333412221815,0.008530019892347024,0.0,0.0,0.008530019892347024,0.08530019892347024,0.9999636187185192,0.48874006600525727,0.5065017570852236,-0.0,0.0,0.017761691080089365,-0.0,0.0,90.0,-0.0,90.0,17.0,55.44715,0.0,27.0,55.44715,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5065017570852236,0.0,0.0,0.017761691080089365,0.0,0.0,,,
35,17.0,53.43089,-0.03955,27.0,53.43089,0.05919,0.0,-0.00865,0.99996,0.0,-3e-05,1.0,10.0,0.0,0.09874,10.000487467498772,0.008620023504339692,0.0,0.0,0.008620023504339692,0.08620023504339692,0.9999628469072162,0.4938970827188447,0.49561595610364134,-0.0,0.0,0.0017188733848768078,-0.0,0.0,90.0,-0.0,90.0,17.0,53.43089,0.0,27.0,53.43089,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.49561595610364134,0.0,0.0,0.0017188733848768078,0.0,0.0,,,
36,17.0,51.41463,-0.0576,27.0,51.41463,0.05955,0.0,-0.00913,0.99996,0.0,0.0002,1.0,10.0,0.0,0.11715,10.000686182582673,0.009329976146050876,0.0,-0.0,0.009329976146050876,0.09329976146050876,0.9999564748253367,0.5345760119868924,0.5231168562372236,-0.0,0.0,-0.011459155749827723,-0.0,-0.0,90.0,-0.0,90.0,17.0,51.41463,0.0,27.0,51.41463,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5231168562372236,0.0,0.0,-0.011459155749827723,0.0,-0.0,,,
37,17.0,49.39837,-0.07497,27.0,49.39837,0.05945,0.0,-0.00819,0.99997,0.0,-3e-05,1.0,10.0,0.0,0.13441999999999998,10.000903396013783,0.008159972022318083,0.0,0.0,0.008159972022318083,0.08159972022318082,0.9999667068740813,0.4675371464268071,0.4692560198110799,-0.0,0.0,0.0017188733848768078,-0.0,0.0,90.0,-0.0,90.0,17.0,49.39837,0.0,27.0,49.39837,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4692560198110799,0.0,0.0,0.0017188733848768078,0.0,0.0,,,
38,17.0,47.38211,-0.0924,27.0,47.38211,0.05979,0.0,-0.00909,0.99996,0.0,-0.00017,1.0,10.0,0.0,0.15219,10.001158022754165,0.008919994942658264,0.0,0.0,0.008919994942658264,0.08919994942658264,0.9999602160537303,0.5110848411674551,0.5208251235910131,-0.0,0.0,0.00974028242339261,-0.0,0.0,90.0,-0.0,90.0,17.0,47.38211,0.0,27.0,47.38211,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5208251235910131,0.0,0.0,0.00974028242339261,0.0,0.0,,,
39,17.0,45.36585,-0.11039,27.0,45.36585,0.05904,0.0,-0.00867,0.99996,0.0,0.00023,1.0,10.0,0.0,0.16943,10.001435223251711,0.008900012055925315,0.0,-0.0,0.008900012055925315,0.08900012055925316,0.9999603941083889,0.5099398606453557,0.49676183158982706,-0.0,0.0,-0.01317802905563636,-0.0,-0.0,90.0,-0.0,90.0,17.0,45.36585,0.0,27.0,45.36585,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.49676183158982706,0.0,0.0,-0.01317802905563636,0.0,-0.0,,,
40,17.0,43.34959,-0.12768,27.0,43.34959,0.05961,0.0,-0.0086,0.99996,0.0,-0.00041,1.0,10.0,0.0,0.18728999999999998,10.001753723427708,0.00819004043903663,0.0,0.0,0.00819004043903663,0.0819004043903663,0.9999664610563731,0.46925999737154056,0.49275126565560334,-0.0,0.0,0.023491268284069743,-0.0,0.0,90.0,-0.0,90.0,17.0,43.34959,0.0,27.0,43.34959,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.49275126565560334,0.0,0.0,0.023491268284069743,0.0,0.0,,,
41,17.0,41.33333,-0.14536,27.0,41.33333,0.05894,0.0,-0.00881,0.99996,0.0,0.00026,1.0,10.0,0.0,0.20429999999999998,10.002086706782741,0.009070000097171417,0.0,-0.0,0.009070000097171417,0.09070000097171417,0.9999588667031445,0.5196798511532738,0.5047829488148463,-0.0,0.0,-0.014896902337724543,-0.0,-0.0,90.0,-0.0,90.0,17.0,41.33333,0.0,27.0,41.33333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5047829488148463,0.0,0.0,-0.014896902337724543,0.0,-0.0,,,
42,17.0,39.31707,-0.1628,27.0,39.31707,0.05969,0.0,-0.00867,0.99996,0.0,0.00019,1.0,10.0,0.0,0.22249,10.002474783777263,0.008860013634820897,0.0,-0.0,0.008860013634820897,0.08860013634820897,0.9999607493088869,0.5076480295670871,0.49676183158982706,-0.0,0.0,-0.010886197976488394,-0.0,-0.0,90.0,-0.0,90.0,17.0,39.31707,0.0,27.0,39.31707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.49676183158982706,0.0,0.0,-0.010886197976488394,0.0,-0.0,,,
43,17.0,37.30081,-0.18086,27.0,37.30081,0.05939,0.0,-0.00904,0.99996,0.0,-0.00028,1.0,10.0,0.0,0.24025,10.002885586794442,0.008760003308991982,0.0,0.0,0.008760003308991982,0.08760003308991982,0.9999616304349014,0.5019176375966368,0.517960455440531,-0.0,0.0,0.01604281784441075,-0.0,0.0,90.0,-0.0,90.0,17.0,37.30081,0.0,27.0,37.30081,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.517960455440531,0.0,0.0,0.01604281784441075,0.0,0.0,,,
44,17.0,35.28455,-0.19844,27.0,35.28455,0.05956,0.0,-0.00844,0.99996,0.0,0.00018,1.0,10.0,0.0,0.258,10.003327646338493,0.008620030436860283,0.0,-0.0,0.008620030436860283,0.08620030436860283,0.9999628468474554,0.4938974799378877,0.4835842397367218,-0.0,0.0,-0.010313240200971827,-0.0,-0.0,90.0,-0.0,90.0,17.0,35.28455,0.0,27.0,35.28455,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4835842397367218,0.0,0.0,-0.010313240200971827,0.0,-0.0,,,
45,17.0,33.26829,-0.21615,27.0,33.26829,0.05914,0.0,-0.00947,0.99996,0.0,-0.00021,1.0,10.0,0.0,0.27529000000000003,10.003788511564007,0.009259963366127688,0.0,0.0,0.009259963366127688,0.09259963366127688,0.9999571256201226,0.5305644018873135,0.5425965154073257,-0.0,0.0,0.012032113520875222,-0.0,0.0,90.0,-0.0,90.0,17.0,33.26829,0.0,27.0,33.26829,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5425965154073257,0.0,0.0,0.012032113520875222,0.0,0.0,,,
46,17.0,31.25203,-0.23404,27.0,31.25203,0.05946,0.0,-0.0084,0.99996,0.0,0.00016,1.0,10.0,0.0,0.2935,10.004306185338391,0.008560033887039322,0.0,-0.0,0.008560033887039322,0.08560033887039323,0.9999633622387635,0.4904598040148121,0.48129247937014824,-0.0,0.0,-0.009167324643865339,-0.0,-0.0,90.0,-0.0,90.0,17.0,31.25203,0.0,27.0,31.25203,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.48129247937014824,0.0,0.0,-0.009167324643865339,0.0,-0.0,,,
47,17.0,29.23577,-0.25141,27.0,29.23577,0.05927,0.0,-0.00885,0.99996,0.0,-0.00012,1.0,10.0,0.0,0.31068,10.004824939118125,0.00873001205246063,0.0,0.0,0.00873001205246063,0.0873001205246063,0.9999618927186995,0.500199199464307,0.5070746929729116,-0.0,0.0,0.006875493508567511,-0.0,0.0,90.0,-0.0,90.0,17.0,29.23577,0.0,27.0,29.23577,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5070746929729116,0.0,0.0,0.006875493508567511,0.0,0.0,,,
48,17.0,27.21951,-0.26942,27.0,27.21951,0.05923,0.0,-0.00883,0.99996,0.0,1e-05,1.0,10.0,0.0,0.32865,10.005399083619803,0.008840008569961245,0.0,-0.0,0.008840008569961245,0.08840008569961244,0.9999609263608669,0.5065017788913792,0.5059288210962403,-0.0,0.0,-0.0005729577951117247,-0.0,-0.0,90.0,-0.0,90.0,17.0,27.21951,0.0,27.0,27.21951,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5059288210962403,0.0,0.0,-0.0005729577951117247,0.0,-0.0,,,
49,17.0,25.20325,-0.28678,27.0,25.20325,0.05939,0.0,-0.00869,0.99996,0.0,0.00024,1.0,10.0,0.0,0.34617,10.005989889506186,0.008930010156330976,0.0,-0.0,0.008930010156330976,0.08930010156330977,0.9999601266643623,0.5116586934988538,0.4979077066786213,-0.0,0.0,-0.013750986819120816,-0.0,-0.0,90.0,-0.0,90.0,17.0,25.20325,0.0,27.0,25.20325,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4979077066786213,0.0,0.0,-0.013750986819120816,0.0,-0.0,,,
50,17.0,23.18699,-0.30429,27.0,23.18699,0.05982,0.0,-0.00847,0.99996,0.0,-3e-05,1.0,10.0,0.0,0.36411,10.006626609007652,0.00844003604307275,0.0,0.0,0.00844003604307275,0.0844003604307275,0.9999643822614841,0.48358418561216926,0.4853030589965651,-0.0,0.0,0.0017188733848768078,-0.0,0.0,90.0,-0.0,90.0,17.0,23.18699,0.0,27.0,23.18699,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4853030589965651,0.0,0.0,0.0017188733848768078,0.0,0.0,,,
51,17.0,21.17073,-0.32188,27.0,21.17073,0.05964,0.0,-0.00903,0.99996,0.0,0.00014,1.0,10.0,0.0,0.38151999999999997,10.007275229072098,0.009169987237784127,0.0,-0.0,0.009169987237784127,0.09169987237784127,0.9999579547831293,0.5254089305785546,0.5173875214992177,-0.0,0.0,-0.008021409079424984,-0.0,-0.0,90.0,-0.0,90.0,17.0,21.17073,0.0,27.0,21.17073,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5173875214992177,0.0,0.0,-0.008021409079424984,0.0,-0.0,,,
52,17.0,19.15447,-0.33964,27.0,19.15447,0.05964,0.0,-0.00866,0.99996,0.0,-0.0005,1.0,10.0,0.0,0.39927999999999997,10.007968051427822,0.008160039391545755,0.0,0.0,0.008160039391545755,0.08160039391545755,0.9999667063243299,0.46754100652612396,0.4961888938963508,-0.0,0.0,0.028647887369217372,-0.0,0.0,90.0,-0.0,90.0,17.0,19.15447,0.0,27.0,19.15447,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4961888938963508,0.0,0.0,0.028647887369217372,0.0,0.0,,,
53,17.0,17.13821,-0.35734,27.0,17.13821,0.05968,0.0,-0.0088,0.99996,0.0,0.0011,1.0,10.0,0.0,0.41702,10.008691506905386,0.00989996267457241,0.0,-0.0,0.00989996267457241,0.0989996267457241,0.9999509941687353,0.5672353445665372,0.5042100125226645,-0.0,0.0,-0.06302533204418151,-0.0,-0.0,90.0,-0.0,90.0,17.0,17.13821,0.0,27.0,17.13821,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5042100125226645,0.0,0.0,-0.06302533204418151,0.0,-0.0,,,
54,17.0,15.12195,-0.37499,27.0,15.12195,0.06061,0.0,-0.00874,0.99996,0.0,-0.00086,1.0,10.0,0.0,0.4356,10.009482871757161,0.007880045712612268,0.0,0.0,0.007880045712612268,0.07880045712612269,0.9999689519577931,0.4514980344224562,0.5007723926560053,-0.0,0.0,0.049274358233481405,-0.0,0.0,90.0,-0.0,90.0,17.0,15.12195,0.0,27.0,15.12195,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5007723926560053,0.0,0.0,0.049274358233481405,0.0,0.0,,,
55,17.0,13.10569,-0.3927,27.0,13.10569,0.0596,0.0,-0.00881,0.99996,0.0,0.00029,1.0,10.0,0.0,0.4523,10.010223538463064,0.009099998856815606,0.0,-0.0,0.009099998856815606,0.09099998856815605,0.9999585941531807,0.5213987244093126,0.5047829488148463,-0.0,0.0,-0.01661577559299831,-0.0,-0.0,90.0,-0.0,90.0,17.0,13.10569,0.0,27.0,13.10569,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5047829488148463,0.0,0.0,-0.01661577559299831,0.0,-0.0,,,
56,17.0,11.08943,-0.41019,27.0,11.08943,0.05985,0.0,-0.00856,0.99996,0.0,9e-05,1.0,10.0,0.0,0.47004,10.011040785133183,0.008650025449861987,0.0,-0.0,0.008650025449861987,0.08650025449861987,0.9999625878300232,0.49561613166430385,0.49045951152265793,-0.0,0.0,-0.005156620142254535,-0.0,-0.0,90.0,-0.0,90.0,17.0,11.08943,0.0,27.0,11.08943,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.49045951152265793,0.0,0.0,-0.005156620142254535,0.0,-0.0,,,
57,17.0,9.07317,-0.42758,27.0,9.07317,0.05994,0.0,-0.00875,0.99996,0.0,-0.00065,1.0,10.0,0.0,0.48752,10.011876734678669,0.008100038204342637,0.0,0.0,0.008100038204342637,0.08100038204342637,0.9999671941524322,0.46410307811361556,0.501345329551491,-0.0,0.0,0.03724225143855369,-0.0,0.0,90.0,-0.0,90.0,17.0,9.07317,0.0,27.0,9.07317,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.501345329551491,0.0,0.0,0.03724225143855369,0.0,0.0,,,
58,17.0,7.05691,-0.44541,27.0,7.05691,0.05913,0.0,-0.00882,0.99996,0.0,0.00042,1.0,10.0,0.0,0.50454,10.012719940735384,0.009239992576751023,0.0,-0.0,0.009239992576751023,0.09239992576751023,0.9999573103573881,0.5294201109859286,0.5053558850060763,-0.0,0.0,-0.024064225980518158,-0.0,-0.0,90.0,-0.0,90.0,17.0,7.05691,0.0,27.0,7.05691,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5053558850060763,0.0,0.0,-0.024064225980518158,0.0,-0.0,,,
59,17.0,5.04065,-0.46342,27.0,5.04065,0.05983,0.0,-0.00914,0.99996,0.0,-9e-05,1.0,10.0,0.0,0.52325,10.013680170771384,0.009049987539453736,0.0,0.0,0.009049987539453736,0.09049987539453735,0.9999590480242357,0.5185331689950436,0.5236897891375196,-0.0,0.0,0.005156620142254535,-0.0,0.0,90.0,-0.0,90.0,17.0,5.04065,0.0,27.0,5.04065,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.5236897891375196,0.0,0.0,0.005156620142254535,0.0,0.0,,,
60,17.0,3.02439,-0.48076,27.0,3.02439,0.0598,0.0,-0.00773,0.99997,0.0,0.0002,1.0,10.0,0.0,0.54056,10.014599598266523,0.007929994817582546,0.0,-0.0,0.007929994817582546,0.07929994817582546,0.9999685570967684,0.45435999675144306,0.4429008410007198,-0.0,0.0,-0.011459155749827723,-0.0,-0.0,90.0,-0.0,90.0,17.0,3.02439,0.0,27.0,3.02439,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.4429008410007198,0.0,0.0,-0.011459155749827723,0.0,-0.0,,,
61,17.0,1.0,-0.49465,27.0,1.0,0.05969,0.0,-0.00517,0.99999,0.0,-0.00034,1.0,10.0,0.0,0.5543399999999999,10.015352856270217,0.004829986870362339,0.0,0.0,0.004829986870362339,0.04829986870362339,0.9999883355453861,0.27673893878128786,0.2962195030629272,-0.0,0.0,0.01948056428379694,-0.0,0.0,90.0,-0.0,90.0,17.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,0.2962195030629272,0.0,0.0,0.01948056428379694,0.0,0.0,,,
